price;cap_rate;borough_cap_rate;deep_date;yearqtr;crfn;BIN;boro;block tax;lot tax;boroblocklot;hnum_lo;hnum_hi;str_name;Census Tract;Council District;NTA;Postcode;Community Board;borough;Latitude;Longitude
8375000;0.042;0.056;09/03/2021;2021Q3;2.02E+12;3127729;3;5417;7;3054170007;629;629;OCEAN PARKWAY;482;40;Flatbush;11230;314;BK;40.632988;-73.972129
8375000;0.042;0.056;09/03/2021;2021Q3;2.02E+12;3127729;3;5417;7;3054170007;629;629;OCEAN PARKWAY;482;40;Flatbush;11230;314;BK;40.632988;-73.972129
4380000;0.031;0.034;10/11/2018;2018Q4;2.02E+12;3127745;3;5417;53;3054170053;287;287;WEBSTER AVENUE;482;40;Flatbush;11230;314;BK;40.633009;-73.970475
7400000;0.032;0.035;08/30/2018;2018Q3;2.02E+12;3121114;3;5234;16;3052340016;608;608;RUGBY ROAD;520;40;Flatbush;11230;314;BK;40.634608;-73.964133
8150000;0.032;0.043;03/08/2022;2022Q1;2.02E+12;3205712;3;7548;29;3075480029;1245;1245;OCEAN AVENUE;766;45;Flatbush;11230;314;BK;40.63183;-73.957534
3575127;0.039;0.044;12/08/2021;2021Q4;2.02E+12;3179614;3;6707;40;3067070040;984;984;EAST 15 STREET;530;44;Midwood;11230;314;BK;40.625777;-73.961519
9300000;0.034;0.034;11/01/2018;2018Q4;2.02E+12;3179994;3;6716;75;3067160075;1025;1033;EAST 14 STREET;534;44;Midwood;11230;314;BK;40.624311;-73.962164
18000000;0.031;0.033;07/18/2019;2019Q3;2.02E+12;3170520;3;6511;1;3065110001;800;800;AVENUE H;456;45;Midwood;11230;314;BK;40.62924;-73.96879
17767559;0.029;0.034;01/10/2019;2019Q1;2.02E+12;3170547;3;6512;1;3065120001;900;900;AVENUE H;456;45;Midwood;11230;314;BK;40.629342;-73.967861
2350000;0.043;0.056;09/30/2021;2021Q3;2.02E+12;3179169;3;6695;12;3066950012;816;816;EAST 12 STREET;530;45;Midwood;11230;314;BK;40.629267;-73.965015
3150000;0.027;0.045;10/16/2019;2019Q4;2.02E+12;3179389;3;6700;18;3067000018;862;862;EAST 17 STREET;532;45;Midwood;11230;314;BK;40.629713;-73.960328
10200000;0.055;0.063;06/23/2021;2021Q2;2.02E+12;3181717;3;6759;26;3067590026;1550;1550;EAST 13 STREET;542;48;Midwood;11230;314;BK;40.611495;-73.960695
18007663;0.026;0.034;01/10/2019;2019Q1;2.02E+12;3181781;3;6760;62;3067600062;1561;1561;EAST 13 STREET;542;48;Midwood;11230;314;BK;40.611279;-73.960634
7000000;0.036;0.042;06/09/2022;2022Q2;2.02E+12;3181263;3;6751;12;3067510012;1414;1414;EAST 14 STREET;542;48;Midwood;11230;314;BK;40.614858;-73.960398
5200000;0.027;0.034;01/10/2019;2019Q1;2.02E+12;3182099;3;6767;74;3067670074;2031;2031;OCEAN AVENUE;546;48;Midwood;11230;314;BK;40.612377;-73.953858
3500000;0.037;0.062;11/16/2020;2020Q4;2.02E+12;3183991;3;6820;75;3068200075;1829;1829;EAST 14 STREET;556;48;Homecrest;11229;315;BK;40.604885;-73.958484
2600000;0.022;0.033;06/13/2019;2019Q2;2.02E+12;3199459;3;7345;41;3073450041;1247;1247;AVENUE V;582;48;Homecrest;11229;315;BK;40.596448;-73.958478
5200000;0.025;0.034;01/10/2019;2019Q1;2.02E+12;3183217;3;6803;65;3068030065;2233;2233;OCEAN AVENUE;550;48;Madison;11229;315;BK;40.607329;-73.9529
27700000;0.028;0.035;08/28/2018;2018Q3;2.02E+12;3183160;3;6801;56;3068010056;1775;1775;EAST 18 STREET;552;48;Madison;11229;315;BK;40.606932;-73.955015
15000000;0.028;0.035;08/29/2018;2018Q3;2.02E+12;3182257;3;6773;12;3067730012;2626;2626;KINGS HIGHWAY;642;48;Madison;11229;315;BK;40.613983;-73.947756
8800000;0.028;0.037;05/15/2018;2018Q2;2.02E+12;3246948;3;8765;27;3087650027;2742;2742;EAST 13 STREET;608;48;Sheepshead Bay-Gerritsen Beach-Manhattan Beach;11235;315;BK;40.584559;-73.955609
3900000;0.035;0.037;06/27/2018;2018Q2;2.02E+12;3039507;3;1473;51;3014730051;1671;1671;LINCOLN PLACE;361;41;Ocean Hill;11233;316;BK;40.669223;-73.921408
4725000;0.042;0.056;07/01/2021;2021Q3;2.02E+12;3108817;3;4874;32;3048740032;3715;3723;CHURCH AVENUE;816;41;East Flatbush-Farragut;11203;317;BK;40.651131;-73.942591
4825000;0.048;0.051;02/13/2020;2020Q1;2.02E+12;3112396;3;4968;25;3049680025;3405;3405;NEWKIRK AVENUE;830;45;East Flatbush-Farragut;11203;317;BK;40.640246;-73.944384
4050000;0.035;0.044;11/22/2021;2021Q4;2.02E+12;3102767;3;4695;31;3046950031;472;482;EAST 48 STREET;860;45;East Flatbush-Farragut;11203;317;BK;40.650425;-73.932202
4825000;0.031;0.037;06/21/2018;2018Q2;2.02E+12;3102215;3;4678;26;3046780026;290;290;EAST 53 STREET;868;41;Rugby-Remsen Village;11203;317;BK;40.652879;-73.927587
3900000;0.029;0.037;05/17/2018;2018Q2;2.02E+12;3104010;3;4727;16;3047270016;290;294;EAST 56 STREET;938;45;Rugby-Remsen Village;11203;317;BK;40.649918;-73.924372
8925000;0.028;0.044;12/23/2021;2021Q4;2.02E+12;3205963;3;7560;34;3075600034;715;715;EAST 32 STREET;786;45;Flatbush;11210;317;BK;40.633533;-73.945795
7210000;0.032;0.035;07/02/2018;2018Q3;2.02E+12;3100381;3;4626;6;3046260006;202;214;EAST 91 STREET;866;41;Rugby-Remsen Village;11212;317;BK;40.659564;-73.926199
6487500;0.031;0.033;05/15/2019;2019Q2;2.02E+12;3119966;3;5194;1;3051940001;2802;2812;CLARENDON ROAD;828;45;Erasmus;11226;317;BK;40.643128;-73.950511
3500000;0.026;0.042;04/28/2022;2022Q2;2.02E+12;3116696;3;5085;96;3050850096;167;167;LINDEN BOULEVARD;820;40;Prospect Lefferts Gardens-Wingate;11226;317;BK;40.652524;-73.952133
14400000;0.021;0.037;06/13/2018;2018Q2;2.02E+12;3116228;3;5065;30;3050650030;140;140;CLARKSON AVENUE;822;40;Prospect Lefferts Gardens-Wingate;11226;317;BK;40.655119;-73.955004
2500000;0.049;0.051;01/15/2020;2020Q1;2.02E+12;3116248;3;5065;80;3050650080;177;177;LENOX ROAD;822;40;Prospect Lefferts Gardens-Wingate;11226;317;BK;40.653925;-73.953855
6050000;0.035;0.044;12/29/2021;2021Q4;2.02E+12;3116244;3;5065;65;3050650065;690;690;ROGERS AVENUE;822;40;Prospect Lefferts Gardens-Wingate;11226;317;BK;40.654594;-73.952903
6075000;0.025;0.033;04/02/2019;2019Q2;2.02E+12;3217001;3;7810;19;3078100019;3801;3801;AVENUE L;738;45;Flatlands;11210;318;BK;40.622855;-73.938235
2800000;0.025;0.034;03/06/2019;2019Q1;2.02E+12;3320974;3;7612;32;3076120032;2405;2405;NOSTRAND AVENUE;742;45;Flatlands;11210;318;BK;40.625919;-73.946702
3310000;0.027;0.046;02/11/2020;2020Q1;2.02E+12;4010928;4;674;18;4006740018;41-16;41-16;34 AVENUE;159;26;Astoria;11101;401;QN;40.756195;-73.919855
2800000;0.032;0.033;12/21/2018;2018Q4;2.02E+12;4010955;4;675;1;4006750001;34-47;34-47;42 STREET;159;26;Astoria;11101;401;QN;40.755185;-73.91986
5815000;0.033;0.044;01/07/2022;2022Q1;2.02E+12;4007842;4;598;64;4005980064;28-abr;28-abr;31 STREET;71;22;Old Astoria;11102;401;QN;40.76833;-73.920096
5560000;0.031;0.031;05/24/2018;2018Q2;2.02E+12;4007670;4;594;31;4005940031;29-dic;29-dic;NEWTOWN AVENUE;71;22;Old Astoria;11102;401;QN;40.76902;-73.921984
5700000;0.04;0.043;12/13/2021;2021Q4;2.02E+12;4011437;4;685;5;4006850005;41-07;41-07;28 AVENUE;143;22;Astoria;11103;401;QN;40.765039;-73.912743
5100000;0.027;0.033;11/01/2018;2018Q4;2.02E+12;4012611;4;713;47;4007130047;30-63;30-63;44 STREET;151;22;Astoria;11103;401;QN;40.760747;-73.913128
25000000;0.02;0.032;01/22/2019;2019Q1;2.02E+12;4009162;4;628;12;4006280012;28-15;28-15;34 STREET;6501;22;Astoria;11103;401;QN;40.767101;-73.917889
3200000;0.042;0.044;05/12/2022;2022Q2;2.02E+12;4010191;4;653;53;4006530053;24-40;24-40;38 STREET;6502;22;Astoria;11103;401;QN;40.76853;-73.912342
4625000;0.026;0.043;12/30/2021;2021Q4;2.02E+12;4011026;4;676;67;4006760067;32-38;32-38;41 STREET;157;26;Astoria;11103;401;QN;40.757657;-73.918976
11600000;0.034;0.044;01/27/2022;2022Q1;2.02E+12;4020107;4;890;91;4008900091;23-jun;23-jun;21 STREET;97;22;Steinway;11105;401;QN;40.778518;-73.91921
2500000;0.03;0.044;06/15/2022;2022Q2;2.02E+12;4018301;4;857;29;4008570029;21-nov;21-nov;27 STREET;103;22;Steinway;11105;401;QN;40.779168;-73.911392
3150000;0.04;0.043;11/04/2021;2021Q4;2.02E+12;4017734;4;847;16;4008470016;21-45;21-45;28 STREET;113;22;Steinway;11105;401;QN;40.778226;-73.911256
4650000;0.037;0.044;06/28/2022;2022Q2;2.02E+12;4008865;4;622;80;4006220080;34-11;34-11;34 AVENUE;59;22;Astoria;11106;401;QN;40.758474;-73.924671
4200000;0.043;0.043;12/13/2021;2021Q4;2.02E+12;4007495;4;588;57;4005880057;31-40;31-40;30 STREET;75;22;Astoria;11106;401;QN;40.763714;-73.925091
6300000;0.018;0.031;04/26/2018;2018Q2;2.02E+12;4053015;4;2289;20;4022890020;48-11;48-11;45 STREET;18501;26;Hunters Point-Sunnyside-West Maspeth;11377;402;QN;40.738997;-73.920467
4850000;0.04;0.046;02/06/2020;2020Q1;2.02E+12;4028378;4;1231;45;4012310045;39-26;39-26;62 STREET;261;26;Woodside;11377;402;QN;40.746308;-73.901876
6275000;0.035;0.039;04/16/2019;2019Q2;2.02E+12;4028396;4;1232;75;4012320075;39-02;39-06;63 STREET;261;26;Woodside;11377;402;QN;40.746524;-73.900797
2794000;0.037;0.048;06/30/2021;2021Q2;2.02E+12;4044857;4;1780;95;4017800095;108-06;108-06;39 AVENUE;401;21;North Corona;11368;403;QN;40.751679;-73.858647
4800000;0.047;0.05;02/12/2021;2021Q1;2.02E+12;4040480;4;1616;24;4016160024;99-42;99-42;41 AVENUE;407;21;North Corona;11368;404;QN;40.747981;-73.865224
4900000;0.026;0.031;04/13/2018;2018Q2;2.02E+12;4039370;4;1576;1;4015760001;43-05;43-05;FORLEY STREET;463;25;Elmhurst;11373;404;QN;40.744447;-73.873524
36000000;0.024;0.031;06/21/2018;2018Q2;2.02E+12;4039157;4;1566;21;4015660021;41-40;41-40;DENMAN STREET;467;25;Elmhurst;11373;404;QN;40.746138;-73.873719
2125000;0.041;0.05;03/15/2021;2021Q1;2.02E+12;4091467;4;3774;27;4037740027;67-28;67-28;78 STREET;619;30;Middle Village;11379;405;QN;40.712272;-73.875432
3900000;0.036;0.039;06/04/2019;2019Q2;2.02E+12;4082598;4;3457;6;4034570006;1702;1702;WOODBINE STREET;549;34;Ridgewood;11385;405;QN;40.701426;-73.907904
5050000;0.015;0.044;03/01/2022;2022Q1;2.02E+12;4082584;4;3456;41;4034560041;1725;1725;WOODBINE STREET;549;34;Ridgewood;11385;405;QN;40.701612;-73.907741
15000000;0.041;0.044;02/01/2022;2022Q1;2.02E+12;4071943;4;3075;23;4030750023;92-40;92-40;QUEENS BOULEVARD;687;29;Rego Park;11374;406;QN;40.732336;-73.867575
12600000;0.05;0.055;12/28/2020;2020Q4;2.02E+12;4072063;4;3079;86;4030790086;62-82;62-82;SAUNDERS STREET;687;29;Rego Park;11374;406;QN;40.730355;-73.865779
26500000;0.055;0.055;06/24/2020;2020Q2;2.02E+12;4051285;4;2139;1;4021390001;105-05;105-05;69 AVENUE;71303;29;Forest Hills;11375;406;QN;40.724078;-73.848525
3175000;0.034;0.05;03/17/2021;2021Q1;2.02E+12;4121511;4;5385;7;4053850007;42-41;42-41;155 STREET;1187;20;East Flushing;11355;407;QN;40.76064;-73.810532
3175000;0.032;0.05;03/17/2021;2021Q1;2.02E+12;4121510;4;5385;3;4053850003;42-45;42-45;155 STREET;1187;20;East Flushing;11355;407;QN;40.760593;-73.810539
40400000;0.026;0.031;06/21/2018;2018Q2;2.02E+12;4114214;4;5040;27;4050400027;132-57;132-57;SANFORD AVENUE;849;20;Flushing;11355;407;QN;40.755238;-73.831858
13300000;0.029;0.031;05/21/2018;2018Q2;2.02E+12;4114654;4;5046;37;4050460037;142-27;142-27;BARCLAY AVENUE;855;20;Flushing;11355;407;QN;40.758689;-73.824897
8650000;0.048;0.048;06/30/2021;2021Q2;2.02E+12;4117057;4;5182;39;4051820039;140-71;140-71;ASH AVENUE;857;20;Flushing;11355;407;QN;40.756036;-73.822193
42500000;0.029;0.039;05/31/2019;2019Q2;2.02E+12;4443486;4;5185;17;4051850017;140-30;140-50;ASH AVENUE;859;20;Flushing;11355;407;QN;40.755568;-73.822887
37500000;0.039;0.039;05/31/2019;2019Q2;2.02E+12;4117154;4;5186;29;4051860029;140-60;140-60;BEECH AVENUE;859;20;Flushing;11355;407;QN;40.754651;-73.822958
7400000;0.024;0.032;02/19/2019;2019Q1;2.02E+12;4443524;4;5331;24;4053310024;41-04;41-08;159 STREET;1171;20;Murray Hill;11358;407;QN;40.761773;-73.806641
3500000;0.032;0.041;11/13/2019;2019Q4;2.02E+12;4120371;4;5331;8;4053310008;158-03;158-03;SANFORD AVENUE;1171;20;Murray Hill;11358;407;QN;40.76094;-73.807524
22250000;0.045;0.055;07/23/2020;2020Q3;2.02E+12;4209099;4;9773;5;4097730005;162-15;162-15;HIGHLAND AVENUE;448;24;Briarwood-Jamaica Hills;11432;408;QN;40.709895;-73.80088
16263095;0.032;0.032;01/10/2019;2019Q1;2.02E+12;4210598;4;9845;1;4098450001;175-27;175-27;87 DRIVE;466;24;Jamaica Estates-Holliswood;11432;408;QN;40.712788;-73.78733
2650000;0.039;0.048;05/04/2021;2021Q2;2.02E+12;4192939;4;9236;38;4092360038;84-43;84-43;120 STREET;140;29;Kew Gardens;11415;409;QN;40.703587;-73.831479
2400000;0.039;0.039;05/20/2019;2019Q2;2.02E+12;4451972;4;9020;5;4090200005;86-08;86-08;ATLANTIC AVENUE;34;32;Woodhaven;11416;409;QN;40.686248;-73.855505
4000000;0.024;0.044;06/22/2022;2022Q2;2.02E+12;4191606;4;9185;48;4091850048;102-05;102-05;86 AVENUE;24;32;Richmond Hill;11418;409;QN;40.696292;-73.845537
5845000;0.039;0.046;02/27/2020;2020Q1;2.02E+12;4451778;4;9436;8;4094360008;118-22;118-22;ATLANTIC AVENUE;120;28;Richmond Hill;11419;409;QN;40.693891;-73.828597
2000000;0.043;0.044;01/28/2022;2022Q1;2.02E+12;4182492;4;8885;1;4088850001;85-31;85-31;WOODHAVEN BOULEVARD;22;32;Woodhaven;11421;409;QN;40.696013;-73.852793
6100000;0.041;0.048;05/05/2021;2021Q2;2.02E+12;4202006;4;9523;51;4095230051;104-35;104-35;102 STREET;94;32;South Ozone Park;11417;410;QN;40.681169;-73.838505
6950000;0.03;0.043;09/03/2021;2021Q3;2.02E+12;4455120;4;5309;3;4053090003;36-03;36-07;191 STREET;1139;19;Auburndale;11358;411;QN;40.763346;-73.791074
4800000;0.017;0.031;04/30/2018;2018Q2;2.02E+12;4137639;4;6242;30;4062420030;39-30;39-30;214 PLACE;1123;19;Bayside-Bayside Hills;11361;411;QN;40.765254;-73.769856
6550000;0.023;0.044;01/13/2022;2022Q1;2.02E+12;4137074;4;6204;14;4062040014;40-45;40-45;201 STREET;1463;19;Bayside-Bayside Hills;11361;411;QN;40.760878;-73.783736
10208334;0.028;0.031;06/26/2018;2018Q2;2.02E+12;4222673;4;10475;350;4104750350;201-11;201-11;JAMAICA AVENUE;484;23;Hollis;11423;412;QN;40.713505;-73.758005
9041666;0.019;0.031;06/26/2018;2018Q2;2.02E+12;4222698;4;10476;7;4104760007;202-05;202-05;JAMAICA AVENUE;484;23;Hollis;11423;412;QN;40.713505;-73.757002
4459459;0.039;0.039;05/23/2019;2019Q2;2.02E+12;4220679;4;10361;50;4103610050;102-04;102-04;184 STREET;404;27;St. Albans;11423;412;QN;40.706979;-73.773393
4831081;0.039;0.039;05/23/2019;2019Q2;2.02E+12;4448446;4;10362;1;4103620001;102-31;102-31;184 STREET;404;27;St. Albans;11423;412;QN;40.706954;-73.773365
3605000;0.035;0.043;10/07/2021;2021Q4;2.02E+12;4209762;4;9804;48;4098040048;90-16;90-16;171 STREET;462;27;Jamaica;11432;412;QN;40.708645;-73.789395
2250000;0.037;0.043;08/18/2021;2021Q3;2.02E+12;4206812;4;9678;107;4096780107;90-39;90-39;148 STREET;240;24;Jamaica;11435;412;QN;40.702324;-73.80703
5020000;0.029;0.043;10/07/2021;2021Q4;2.02E+12;4239278;4;11104;83;4111040083;106-15;106-15;217 STREET;540;27;Queens Village;11429;413;QN;40.711283;-73.740966
4000000;0.031;0.041;11/06/2019;2019Q4;2.02E+12;;4;15805;20;4158050020;205;205;BEACH 29 STREET;99802;31;Far Rockaway-Bayswater;11691;414;QN;40.59505;-73.76197
5340000;0.049;0.055;12/14/2020;2020Q4;2.02E+12;4298336;4;15567;14;4155670014;18-15;18-15;EVERDELL AVENUE;101001;31;Far Rockaway-Bayswater;11691;414;QN;40.600854;-73.750829
12035000;0.042;0.055;12/14/2020;2020Q4;2.02E+12;4299581;4;15663;9;4156630009;22-88;22-88;MOTT AVENUE;103201;31;Far Rockaway-Bayswater;11691;414;QN;40.605953;-73.758355
19100000;0.03;0.033;08/15/2018;2018Q3;2.02E+12;4300850;4;15744;7;4157440007;29-32;29-32;BEACH CHANNEL DRIVE;992;31;Hammels-Arverne-Edgemere;11691;414;QN;40.599573;-73.764215
7000000;0.043;0.055;09/16/2020;2020Q3;2.02E+12;4304877;4;16229;41;4162290041;131;131;BEACH 119 STREET;93402;32;Breezy Point-Belle Harbor-Rockaway Park-Broad Channel;11694;414;QN;40.577727;-73.839054
14500000;0.038;0.041;12/20/2019;2019Q4;2.02E+12;4304979;4;16232;45;4162320045;122-20;122-20;OCEAN PROMENADE;93402;32;Breezy Point-Belle Harbor-Rockaway Park-Broad Channel;11694;414;QN;40.575812;-73.841172
14800000;0.048;0.05;01/05/2021;2021Q1;2.02E+12;;4;515;31;4005150031;2022-12-26T00:00:00.000;2022-12-26T00:00:00.000;30 AVENUE;;;;;;QN;;
4750000;0.026;0.031;06/20/2018;2018Q2;2.02E+12;;4;324;1;4003240001;2022-09-03T00:00:00.000;2022-09-03T00:00:00.000;35 AVENUE;;;;;;QN;;
5168000;0.035;0.055;12/14/2020;2020Q4;2.02E+12;;4;15544;10;4155440010;2022-11-27T00:00:00.000;2022-11-27T00:00:00.000;NAMEOKE STREET;;;;;;QN;;
2800000;0.044;0.076;04/21/2021;2021Q2;2.02E+12;5014724;5;574;58;5005740058;45;45;AVON PLACE;17;49;Stapleton-Rosebank;10301;501;SI;40.634902;-74.082788
950000;0.068;0.069;09/30/2021;2021Q3;2.02E+12;5000129;5;14;96;5000140096;250;252;RICHMOND TERRACE;7;49;West New Brighton-New Brighton-St. George;10301;501;SI;40.647441;-74.081402
3675000;0.046;0.047;03/27/2019;2019Q1;2.02E+12;5164856;5;17;74;5000170074;30;30;MONTGOMERY AVENUE;11;49;West New Brighton-New Brighton-St. George;10301;501;SI;40.640883;-74.078587
1400000;0.041;0.054;06/29/2022;2022Q2;2.02E+12;5023728;5;1005;19;5010050019;90;90;PARK AVENUE;207;49;Port Richmond;10302;501;SI;40.638186;-74.131769
0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21
